Number,City,Gender,Age,Income,Illness
88268,2,1,33,79114.0,0
88269,2,0,61,99130.0,0
88270,2,1,36,93083.0,1
88271,2,0,38,93022.0,0
88272,2,0,30,97675.0,0
88273,2,1,45,90217.0,0
88274,2,1,55,103149.0,0
88275,2,0,36,101377.0,0
88276,2,1,64,76759.0,0
88277,2,0,46,119022.0,0
88278,2,0,63,85163.0,0
88279,2,0,61,92518.0,0
88280,2,0,56,92569.0,0
88281,2,1,34,84922.0,0
88282,2,0,60,106405.0,0
88283,2,0,50,102819.0,1
88284,2,0,28,88002.0,0
88285,2,0,54,98742.0,0
88286,2,1,37,88140.0,0
88287,2,0,43,104737.0,0
88288,2,1,45,82653.0,0
88289,2,0,30,86122.0,0
88290,2,1,43,91807.0,0
88291,2,0,63,110848.0,0
88292,2,0,59,99053.0,0
88293,2,0,43,113339.0,0
88294,2,0,48,88558.0,0
88295,2,1,45,86375.0,0
88296,2,1,34,90506.0,0
88297,2,1,25,94633.0,0
88298,2,0,36,93018.0,0
88299,2,1,47,96202.0,1
88300,2,0,37,94122.0,0
88301,2,1,50,94325.0,0
88302,2,1,63,96307.0,0
88303,2,1,59,82076.0,0
88304,2,0,36,103784.0,0
88305,2,1,45,102337.0,0
88306,2,0,44,92234.0,0
88307,2,1,35,76970.0,0
88308,2,1,64,98672.0,0
88309,2,1,37,85172.0,1
88310,2,1,54,83864.0,0
88311,2,0,54,78649.0,0
88312,2,0,45,88642.0,0
88313,2,0,59,97714.0,0
88314,2,1,60,78483.0,1
88315,2,1,38,100190.0,0
88316,2,1,35,103694.0,0
88317,2,0,50,92015.0,0
88318,2,1,52,106097.0,0
88319,2,0,39,102420.0,0
88320,2,1,25,102437.0,0
88321,2,1,41,94773.0,0
88322,2,0,57,103524.0,0
88323,2,1,41,99042.0,0
88324,2,0,46,86466.0,0
88325,2,1,43,93119.0,0
88326,2,0,58,86095.0,0
88327,2,0,49,101880.0,0
88328,2,0,42,110623.0,0
88329,2,0,52,105697.0,0
88330,2,1,26,98706.0,0
88331,2,1,39,89721.0,0
88332,2,1,42,81111.0,0
88333,2,0,55,92932.0,0
88334,2,0,57,91699.0,0
88335,2,0,58,89365.0,0
88336,2,1,46,109895.0,0
88337,2,0,64,112874.0,0
88338,2,1,31,92972.0,1
88339,2,0,36,103042.0,0
88340,2,0,36,112895.0,0
88341,2,0,31,116076.0,0
88342,2,0,57,107620.0,0
88343,2,1,31,99664.0,0
88344,2,0,48,103852.0,0
88345,2,1,45,79105.0,0
88346,2,0,29,93499.0,0
88347,2,1,60,101619.0,0
88348,2,0,50,93884.0,0
88349,2,1,47,78308.0,0
88350,2,1,59,98811.0,0
88351,2,0,63,119025.0,0
88352,2,0,46,102365.0,0
88353,2,1,57,85176.0,0
88354,2,1,25,78983.0,0
88355,2,1,27,102373.0,0
88356,2,1,43,87761.0,0
88357,2,1,45,103834.0,0
88358,2,1,28,78948.0,0
88359,2,0,61,102614.0,0
88360,2,1,28,98430.0,0
88361,2,0,34,94748.0,0
88362,2,1,51,96274.0,0
88363,2,1,45,79568.0,1
88364,2,0,47,95120.0,0
88365,2,1,55,88438.0,1
88366,2,0,41,111698.0,0
88367,2,0,65,101516.0,0
88368,2,0,57,119671.0,0
88369,2,0,28,110214.0,0
88370,2,1,37,78366.0,0
88371,2,1,41,83793.0,0
88372,2,0,56,75116.0,0
88373,2,0,34,107491.0,0
88374,2,0,54,100476.0,0
88375,2,1,36,97913.0,0
88376,2,0,54,101791.0,0
88377,2,0,27,82191.0,0
88378,2,0,35,106832.0,0
88379,2,0,33,93047.0,0
88380,2,1,64,88499.0,0
88381,2,0,44,98866.0,0
88382,2,1,50,88248.0,0
88383,2,0,38,93900.0,1
88384,2,1,62,86536.0,0
88385,2,1,39,93329.0,0
88386,2,1,33,97447.0,0
88387,2,1,49,68494.0,0
88388,2,1,36,96601.0,0
88389,2,0,36,92224.0,0
88390,2,0,26,100120.0,0
88391,2,0,32,116016.0,0
88392,2,1,55,74897.0,0
88393,2,1,54,95239.0,0
88394,2,1,29,89553.0,0
88395,2,1,51,98275.0,0
88396,2,1,39,97825.0,0
88397,2,0,62,97005.0,0
88398,2,0,65,90756.0,0
88399,2,0,28,94473.0,0
88400,2,0,35,89763.0,1
88401,2,0,48,89398.0,0
88402,2,1,44,91768.0,0
88403,2,0,42,110021.0,0
88404,2,0,52,90821.0,0
88405,2,0,35,85808.0,0
88406,2,1,30,88358.0,0
88407,2,0,59,91430.0,0
88408,2,0,63,110404.0,0
88409,2,0,27,99106.0,0
88410,2,0,36,88495.0,0
88411,2,0,51,87969.0,0
88412,2,1,39,92248.0,0
88413,2,1,51,72790.0,0
88414,2,1,64,94756.0,0
88415,2,0,46,90718.0,0
88416,2,0,52,101387.0,0
88417,2,0,39,119496.0,0
88418,2,1,56,88399.0,0
88419,2,0,59,116144.0,0
88420,2,1,54,101310.0,0
88421,2,1,43,107056.0,0
88422,2,1,59,78642.0,0
88423,2,1,36,85017.0,0
88424,2,1,37,82841.0,0
88425,2,1,53,79093.0,0
88426,2,1,26,92604.0,0
88427,2,0,47,105906.0,0
88428,2,1,56,85623.0,0
88429,2,0,30,106852.0,0
88430,2,0,61,105087.0,0
88431,2,1,28,98845.0,0
88432,2,1,65,87438.0,0
88433,2,1,50,90168.0,0
88434,2,1,58,111164.0,0
88435,2,1,27,97962.0,0
88436,2,1,31,110835.0,0
88437,2,1,41,100137.0,0
88438,2,0,53,89003.0,0
88439,2,0,40,89078.0,0
88440,2,0,59,90653.0,0
88441,2,1,38,91238.0,0
88442,2,1,36,89260.0,0
88443,2,1,31,100008.0,0
88444,2,1,63,101652.0,0
88445,2,0,41,102826.0,0
88446,2,1,28,93882.0,0
88447,2,1,38,77480.0,0
88448,2,1,28,104642.0,0
88449,2,0,49,85505.0,0
88450,2,1,62,91629.0,1
88451,2,0,65,104500.0,0
88452,2,1,28,100587.0,0
88453,2,1,64,87889.0,0
88454,2,1,55,99550.0,0
88455,2,0,44,101186.0,0
88456,2,0,37,87897.0,0
88457,2,0,49,108854.0,0
88458,2,1,52,87025.0,0
88459,2,1,33,95235.0,0
88460,2,0,32,94807.0,0
88461,2,0,52,101433.0,0
88462,2,1,56,93687.0,0
88463,2,0,62,101654.0,0
88464,2,0,32,102719.0,1
88465,2,0,32,104858.0,0
88466,2,1,62,91684.0,0
88467,2,0,57,102117.0,0
88468,2,0,54,95659.0,0
88469,2,1,42,68646.0,0
88470,2,0,28,71329.0,0
88471,2,0,59,79122.0,0
88472,2,0,64,115533.0,0
88473,2,0,55,108908.0,0
88474,2,1,33,78720.0,0
88475,2,1,28,85444.0,0
88476,2,1,59,83429.0,0
88477,2,0,25,98138.0,0
88478,2,0,60,106609.0,0
88479,2,1,51,99070.0,0
88480,2,0,31,106241.0,0
88481,2,0,61,102342.0,1
88482,2,0,58,91138.0,0
88483,2,1,37,78881.0,0
88484,2,1,55,87208.0,0
88485,2,0,64,99188.0,0
88486,2,1,48,88559.0,0
88487,2,1,50,94218.0,0
88488,2,0,42,80617.0,0
88489,2,0,64,82704.0,0
88490,2,0,63,84252.0,0
88491,2,0,52,109999.0,0
88492,2,0,52,108771.0,0
88493,2,1,40,67776.0,0
88494,2,1,47,77368.0,0
88495,2,1,46,87400.0,0
88496,2,1,35,114487.0,0
88497,2,1,45,88589.0,0
88498,2,0,57,96574.0,0
88499,2,0,40,104419.0,0
88500,2,1,30,85517.0,0
88501,2,1,42,85805.0,0
88502,2,0,35,113174.0,0
88503,2,1,54,98594.0,0
88504,2,0,25,104330.0,0
88505,2,1,32,87894.0,0
88506,2,0,36,87530.0,0
88507,2,0,58,91702.0,1
88508,2,0,42,106509.0,0
88509,2,1,32,83554.0,0
88510,2,1,63,87806.0,0
88511,2,0,55,105419.0,0
88512,2,1,62,91778.0,0
88513,2,0,65,108101.0,0
88514,2,0,51,81733.0,0
88515,2,1,50,105074.0,1
88516,2,0,59,98067.0,0
88517,2,0,27,91436.0,0
88518,2,1,40,101295.0,0
88519,2,0,36,102882.0,0
88520,2,0,54,86036.0,0
88521,2,0,63,116570.0,0
88522,2,0,27,101076.0,1
88523,2,0,46,111938.0,0
88524,2,0,45,88850.0,0
88525,2,0,30,107970.0,0
88526,2,1,54,88434.0,0
88527,2,1,39,108083.0,0
88528,2,0,45,104085.0,0
88529,2,0,42,99479.0,0
88530,2,0,59,94880.0,0
88531,2,1,30,91522.0,0
88532,2,0,33,93475.0,0
88533,2,0,46,99961.0,0
88534,2,1,49,83783.0,0
88535,2,0,43,82861.0,0
88536,2,0,45,72302.0,0
88537,2,1,51,80350.0,0
88538,2,1,26,97287.0,0
88539,2,0,50,106037.0,0
88540,2,1,34,89200.0,0
88541,2,0,32,91554.0,0
88542,2,0,37,103006.0,0
88543,2,1,44,79825.0,0
88544,2,1,44,84667.0,0
88545,2,1,55,102890.0,0
88546,2,0,30,100511.0,0
88547,2,0,49,93033.0,1
88548,2,0,38,95547.0,0
88549,2,0,58,97323.0,0
88550,2,1,36,85699.0,0
88551,2,0,31,100039.0,0
88552,2,1,58,88948.0,0
88553,2,0,34,71001.0,0
88554,2,0,36,98242.0,0
88555,2,0,59,97729.0,0
88556,2,0,49,85197.0,0
88557,2,0,46,107078.0,0
88558,2,0,35,104735.0,0
88559,2,1,28,81459.0,0
88560,2,1,40,115837.0,0
88561,2,1,62,88422.0,0
88562,2,1,58,88209.0,0
88563,2,0,60,103529.0,1
88564,2,0,59,100810.0,0
88565,2,0,63,93881.0,0
88566,2,0,29,114154.0,0
88567,2,1,65,94152.0,0
88568,2,0,46,113999.0,0
88569,2,1,39,85833.0,0
88570,2,1,44,106794.0,0
88571,2,0,50,95590.0,0
88572,2,0,62,101732.0,0
88573,2,1,59,84804.0,0
88574,2,0,58,112900.0,0
88575,2,1,62,93264.0,0
88576,2,0,51,93164.0,1
88577,2,0,47,110342.0,0
88578,2,0,41,91888.0,0
88579,2,0,64,107237.0,0
88580,2,1,49,78413.0,0
88581,2,0,54,101663.0,0
88582,2,1,47,92050.0,0
88583,2,1,43,91996.0,0
88584,2,1,53,100181.0,0
88585,2,0,37,98572.0,0
88586,2,0,63,115345.0,0
88587,2,0,54,88494.0,0
88588,2,1,56,82944.0,0
88589,2,0,29,99810.0,0
88590,2,0,49,87625.0,0
88591,2,0,47,72380.0,0
88592,2,1,54,85717.0,0
88593,2,1,43,76932.0,0
88594,2,1,46,93932.0,0
88595,2,0,34,104554.0,1
88596,2,1,43,82751.0,0
88597,2,0,37,115126.0,0
88598,2,0,31,101576.0,0
88599,2,1,31,100728.0,1
88600,2,0,32,104542.0,0
88601,2,0,54,97920.0,0
88602,2,0,62,89314.0,0
88603,2,1,55,91284.0,0
88604,2,1,43,92249.0,0
88605,2,0,40,98074.0,0
88606,2,0,47,100428.0,0
88607,2,1,44,95010.0,0
88608,2,0,38,116854.0,0
88609,2,0,53,110936.0,0
88610,2,0,30,89696.0,0
88611,2,1,43,91364.0,1
88612,2,0,26,101645.0,0
88613,2,0,40,98934.0,0
88614,2,0,51,120317.0,0
88615,2,0,48,107768.0,0
88616,2,0,61,91444.0,0
88617,2,0,27,86835.0,0
88618,2,0,26,96622.0,0
88619,2,0,32,72331.0,0
88620,2,1,63,89727.0,0
88621,2,1,43,96125.0,0
88622,2,1,60,82883.0,0
88623,2,1,35,90015.0,0
88624,2,1,61,116629.0,0
88625,2,1,34,100241.0,0
88626,2,0,37,93360.0,0
88627,2,0,38,114415.0,0
88628,2,1,33,70522.0,0
88629,2,1,49,82842.0,0
88630,2,1,56,66842.0,0
88631,2,1,48,112710.0,0
88632,2,0,33,98355.0,1
88633,2,0,53,93404.0,0
88634,2,0,42,107410.0,0
88635,2,0,42,88383.0,0
88636,2,1,34,90775.0,0
88637,2,0,31,89265.0,0
88638,2,0,55,91300.0,0
88639,2,0,29,90660.0,0
88640,2,0,36,94904.0,0
88641,2,0,53,94377.0,0
88642,2,0,61,115350.0,0
88643,2,1,40,83571.0,0
88644,2,1,39,99826.0,0
88645,2,0,42,98703.0,0
88646,2,1,43,88342.0,0
88647,2,1,55,72882.0,0
88648,2,1,53,76898.0,0
88649,2,0,34,103847.0,0
88650,2,1,49,89272.0,0
88651,2,0,46,94476.0,0
88652,2,0,47,89483.0,0
88653,2,0,25,113704.0,0
88654,2,0,61,96189.0,0
88655,2,1,32,83762.0,0
88656,2,0,60,108264.0,1
88657,2,0,38,112319.0,0
88658,2,1,30,99777.0,0
88659,2,1,54,92571.0,0
88660,2,1,54,104117.0,0
88661,2,1,60,106046.0,0
88662,2,0,31,89799.0,0
88663,2,0,28,100670.0,0
88664,2,0,44,98508.0,0
88665,2,1,46,82747.0,0
88666,2,0,57,106844.0,0
88667,2,0,49,93692.0,0
88668,2,1,35,69926.0,0
88669,2,0,36,96839.0,0
88670,2,1,56,87636.0,1
88671,2,1,28,84226.0,0
88672,2,1,61,85955.0,0
88673,2,0,47,111855.0,1
88674,2,1,50,97111.0,0
88675,2,1,29,94990.0,0
88676,2,0,49,94283.0,0
88677,2,0,38,86892.0,0
88678,2,0,56,108510.0,0
88679,2,0,37,91185.0,1
88680,2,0,53,95594.0,0
88681,2,1,36,86331.0,0
88682,2,0,32,109593.0,0
88683,2,0,39,96643.0,0
88684,2,0,58,113159.0,0
88685,2,0,57,94960.0,0
88686,2,1,45,82112.0,0
88687,2,0,43,97777.0,0
88688,2,1,38,89378.0,0
88689,2,0,34,113673.0,0
88690,2,0,64,86961.0,0
88691,2,0,60,90927.0,1
88692,2,0,38,102567.0,0
88693,2,0,43,107093.0,0
88694,2,0,35,98595.0,1
88695,2,1,30,93188.0,0
88696,2,0,40,84848.0,0
88697,2,1,56,87382.0,0
88698,2,1,38,90442.0,0
88699,2,1,56,95268.0,0
88700,2,0,55,100585.0,0
88701,2,1,58,84836.0,0
88702,2,0,38,102589.0,0
88703,2,1,32,91467.0,0
88704,2,0,43,106575.0,0
88705,2,0,35,111251.0,0
88706,2,1,55,82162.0,0
88707,2,0,30,117265.0,0
88708,2,0,43,109182.0,1
88709,2,1,36,103064.0,0
88710,2,1,45,68389.0,0
88711,2,1,46,77988.0,0
88712,2,0,61,83021.0,0
88713,2,1,43,94210.0,0
88714,2,1,42,91513.0,0
88715,2,0,55,96617.0,0
88716,2,1,30,106728.0,0
88717,2,0,64,86618.0,0
88718,2,0,64,112682.0,0
88719,2,1,26,86285.0,0
88720,2,0,59,107629.0,0
88721,2,0,38,104004.0,0
88722,2,0,60,105186.0,0
88723,2,0,44,103484.0,0
88724,2,0,34,100977.0,0
88725,2,0,37,114768.0,0
88726,2,1,27,95121.0,0
88727,2,1,61,97883.0,1
88728,2,0,41,83178.0,0
88729,2,0,38,101584.0,1
88730,2,0,32,97719.0,0
88731,2,0,39,103391.0,0
88732,2,0,29,86238.0,0
88733,2,1,35,94721.0,0
88734,2,0,50,90989.0,0
88735,2,0,44,106326.0,0
88736,2,0,27,102709.0,0
88737,2,0,38,86149.0,0
88738,2,0,30,95313.0,0
88739,2,0,50,131072.0,0
88740,2,1,62,74168.0,0
88741,2,0,31,109081.0,0
88742,2,1,44,83563.0,0
88743,2,1,62,72838.0,0
88744,2,0,54,95728.0,0
88745,2,1,44,82939.0,0
88746,2,0,38,83331.0,0
88747,2,0,48,94211.0,0
88748,2,1,35,97474.0,0
88749,2,0,32,92306.0,0
88750,2,1,46,97370.0,0
88751,2,1,31,100257.0,0
88752,2,0,52,98017.0,0
88753,2,0,42,111677.0,0
88754,2,0,55,78539.0,0
88755,2,0,38,104761.0,0
88756,2,0,57,102905.0,0
88757,2,1,26,95998.0,0
88758,2,1,48,110422.0,0
88759,2,0,64,89611.0,0
88760,2,1,59,76460.0,0
88761,2,0,44,87102.0,0
88762,2,1,26,89569.0,0
88763,2,1,44,88637.0,0
88764,2,1,31,90388.0,0
88765,2,0,38,96708.0,0
88766,2,1,26,74456.0,0
88767,2,1,31,95520.0,0
88768,2,0,58,87102.0,0
88769,2,1,57,90979.0,1
88770,2,1,41,114382.0,0
88771,2,0,47,94709.0,0
88772,2,0,65,80227.0,0
88773,2,0,45,103774.0,0
88774,2,1,44,100092.0,0
88775,2,0,58,88709.0,0
88776,2,0,37,98220.0,0
88777,2,1,45,83334.0,0
88778,2,1,53,79334.0,0
88779,2,1,63,102452.0,0
88780,2,1,52,69112.0,0
88781,2,1,54,82490.0,0
88782,2,0,57,106037.0,0
88783,2,1,30,84240.0,0
88784,2,1,56,77672.0,0
88785,2,1,46,86784.0,0
88786,2,0,51,102645.0,0
88787,2,0,59,100008.0,0
88788,2,1,60,91337.0,0
88789,2,0,62,98581.0,0
88790,2,0,38,102721.0,0
88791,2,0,50,98902.0,0
88792,2,0,29,92034.0,0
88793,2,0,49,112117.0,0
88794,2,0,44,114695.0,0
88795,2,1,46,98416.0,0
88796,2,0,56,86062.0,0
88797,2,0,32,81850.0,0
88798,2,1,36,79319.0,0
88799,2,1,46,71365.0,1
88800,2,0,59,119546.0,0
88801,2,0,51,112567.0,0
88802,2,0,42,111150.0,0
88803,2,0,56,104065.0,0
88804,2,0,47,100661.0,0
88805,2,0,32,99416.0,0
88806,2,1,41,81643.0,0
88807,2,1,28,90046.0,0
88808,2,0,33,104398.0,0
88809,2,0,34,93839.0,0
88810,2,1,53,81334.0,0
88811,2,0,29,108630.0,1
88812,2,1,43,72641.0,0
88813,2,0,35,104900.0,0
88814,2,1,44,71298.0,0
88815,2,0,38,86134.0,0
88816,2,1,29,83740.0,0
88817,2,0,37,101336.0,0
88818,2,0,55,88916.0,0
88819,2,0,47,100989.0,0
88820,2,0,62,87213.0,0
88821,2,0,42,93356.0,0
88822,2,1,54,95571.0,0
88823,2,1,36,84346.0,0
88824,2,0,52,106202.0,0
88825,2,0,52,95370.0,0
88826,2,0,51,109923.0,0
88827,2,1,64,82660.0,0
88828,2,0,38,89604.0,0
88829,2,1,43,89758.0,0
88830,2,1,52,83718.0,0
88831,2,0,44,102908.0,0
88832,2,0,29,85886.0,0
88833,2,1,60,97035.0,0
88834,2,0,46,104080.0,0
88835,2,0,53,107393.0,0
88836,2,0,26,104902.0,0
88837,2,0,53,111274.0,0
88838,2,0,61,102447.0,0
88839,2,1,27,94850.0,0
88840,2,0,28,110196.0,0
88841,2,0,52,97323.0,0
88842,2,1,46,84978.0,0
88843,2,0,32,102654.0,0
88844,2,1,38,120704.0,0
88845,2,1,50,92387.0,0
88846,2,0,56,102384.0,0
88847,2,1,57,96716.0,0
88848,2,0,49,93131.0,0
88849,2,1,29,70611.0,1
88850,2,0,44,99068.0,0
88851,2,1,47,93482.0,0
88852,2,0,52,91018.0,0
88853,2,0,29,110880.0,0
88854,2,0,31,92590.0,0
88855,2,0,51,108462.0,0
88856,2,0,40,104394.0,0
88857,2,0,64,107115.0,1
88858,2,0,57,112011.0,1
88859,2,0,46,88513.0,0
88860,2,1,55,85675.0,0
88861,2,0,61,95169.0,0
88862,2,0,45,109172.0,0
88863,2,1,60,75907.0,0
88864,2,1,60,91031.0,0
88865,2,0,34,103233.0,0
88866,2,1,49,75769.0,0
88867,2,1,59,103360.0,0
88868,2,0,35,107062.0,0
88869,2,0,49,96741.0,1
88870,2,1,64,89367.0,0
88871,2,1,61,85074.0,0
88872,2,0,41,91915.0,0
88873,2,0,27,91222.0,0
88874,2,0,51,119901.0,0
88875,2,1,52,89548.0,0
88876,2,0,43,107231.0,0
88877,2,1,49,69078.0,0
88878,2,0,65,81903.0,0
88879,2,1,39,70659.0,0
88880,2,1,63,78971.0,0
88881,2,1,64,91149.0,0
88882,2,1,51,84275.0,0
88883,2,1,56,68525.0,1
88884,2,0,28,87121.0,0
88885,2,1,52,80834.0,0
88886,2,0,42,72605.0,0
88887,2,1,57,87241.0,0
88888,2,0,61,92858.0,0
88889,2,0,46,129935.0,0
88890,2,1,55,77074.0,0
88891,2,1,41,81724.0,0
88892,2,1,61,83301.0,0
88893,2,1,32,93915.0,0
88894,2,0,64,93798.0,1
88895,2,0,43,87445.0,0
88896,2,0,54,106107.0,0
88897,2,0,48,95926.0,0
88898,2,1,65,83479.0,0
88899,2,0,55,96718.0,1
88900,2,0,26,81112.0,0
88901,2,0,61,81094.0,0
88902,2,0,27,96150.0,0
88903,2,1,36,72854.0,0
88904,2,0,37,109115.0,0
88905,2,1,55,97629.0,0
88906,2,1,27,85153.0,0
88907,2,1,60,103200.0,1
88908,2,0,38,113543.0,0
88909,2,0,34,97687.0,0
88910,2,0,51,113670.0,0
88911,2,0,64,114631.0,0
88912,2,0,51,102431.0,0
88913,2,0,47,110112.0,0
88914,2,1,49,71953.0,0
88915,2,0,62,97374.0,1
88916,2,1,58,86283.0,0
88917,2,1,62,89522.0,0
88918,2,0,61,96566.0,0
88919,2,0,46,97831.0,0
88920,2,1,34,101143.0,0
88921,2,0,34,107257.0,0
88922,2,0,51,106912.0,0
88923,2,0,62,106026.0,0
88924,2,0,50,119479.0,0
88925,2,0,32,101828.0,0
88926,2,1,48,100284.0,0
88927,2,1,46,97268.0,0
88928,2,1,51,101187.0,0
88929,2,0,44,94361.0,1
88930,2,1,34,102497.0,0
88931,2,0,45,99235.0,0
88932,2,1,61,102271.0,0
88933,2,1,48,92307.0,0
88934,2,0,40,93242.0,0
88935,2,0,29,97388.0,0
88936,2,1,34,99438.0,0
88937,2,1,52,98313.0,0
88938,2,1,58,72900.0,0
88939,2,1,54,88260.0,0
88940,2,0,40,104236.0,0
88941,2,0,36,83678.0,0
88942,2,1,44,89195.0,0
88943,2,1,32,75559.0,0
88944,2,0,41,99698.0,0
88945,2,0,47,113992.0,0
88946,2,0,51,111608.0,0
88947,2,0,50,83715.0,0
88948,2,1,61,79781.0,0
88949,2,0,40,101358.0,1
88950,2,1,30,83054.0,1
88951,2,1,30,76784.0,1
88952,2,1,60,94203.0,0
88953,2,0,42,89807.0,0
88954,2,1,60,87697.0,0
88955,2,0,44,100873.0,0
88956,2,0,41,101736.0,0
88957,2,1,39,80933.0,0
88958,2,0,27,98014.0,0
88959,2,1,25,83301.0,0
88960,2,1,54,106545.0,0
88961,2,0,41,82918.0,0
88962,2,1,57,88526.0,0
88963,2,1,56,86119.0,0
88964,2,1,30,86758.0,0
88965,2,1,45,92337.0,0
88966,2,0,49,93720.0,0
88967,2,1,33,102940.0,0
88968,2,0,41,97395.0,0
88969,2,0,57,97998.0,0
88970,2,1,30,83396.0,0
88971,2,1,46,86739.0,0
88972,2,0,33,84534.0,0
88973,2,1,45,91795.0,0
88974,2,0,30,106580.0,0
88975,2,1,49,89706.0,0
88976,2,1,47,93427.0,0
88977,2,0,25,94960.0,0
88978,2,0,34,105039.0,0
88979,2,0,26,97515.0,0
88980,2,1,44,84281.0,0
88981,2,1,40,86926.0,0
88982,2,0,51,123376.0,0
88983,2,0,31,95324.0,0
88984,2,1,59,88389.0,1
88985,2,0,37,107861.0,0
88986,2,1,33,81838.0,0
88987,2,1,30,84970.0,0
88988,2,1,36,89437.0,0
88989,2,0,41,105845.0,0
88990,2,0,39,93494.0,0
88991,2,0,35,102986.0,0
88992,2,1,59,93197.0,0
88993,2,1,37,104012.0,1
88994,2,1,62,85737.0,0
88995,2,1,37,90985.0,0
88996,2,0,29,89890.0,0
88997,2,0,58,82457.0,0
88998,2,1,53,85687.0,0
88999,2,0,43,91956.0,0
89000,2,1,59,89690.0,1
89001,2,0,27,89589.0,0
89002,2,0,50,99608.0,1
89003,2,1,63,84696.0,0
89004,2,0,46,83285.0,1
89005,2,0,53,97766.0,0
89006,2,0,25,90096.0,0
89007,2,0,46,88582.0,0
89008,2,1,32,85673.0,0
89009,2,1,57,83991.0,0
89010,2,1,54,110635.0,0
89011,2,1,33,89891.0,0
89012,2,0,27,99298.0,0
89013,2,1,50,104048.0,0
89014,2,0,32,78067.0,0
89015,2,0,46,89189.0,1
89016,2,0,52,87091.0,0
89017,2,1,64,84302.0,0
89018,2,0,49,109519.0,0
89019,2,0,50,99097.0,0
89020,2,1,37,96451.0,0
89021,2,1,40,87663.0,0
89022,2,1,36,92577.0,0
89023,2,1,50,77533.0,0
89024,2,1,38,98883.0,0
89025,2,1,59,80785.0,0
89026,2,0,43,92758.0,1
89027,2,0,47,102691.0,0
89028,2,1,55,95307.0,0
89029,2,0,58,108655.0,0
89030,2,0,61,97292.0,0
89031,2,0,43,91608.0,0
89032,2,0,36,85565.0,0
89033,2,1,62,89083.0,0
89034,2,1,44,92634.0,0
89035,2,0,50,84317.0,0
89036,2,1,63,93701.0,0
89037,2,0,37,95786.0,1
89038,2,0,34,82573.0,1
89039,2,0,40,87745.0,0
89040,2,1,56,91699.0,0
89041,2,1,62,95674.0,0
89042,2,1,55,69067.0,0
89043,2,1,44,96522.0,1
89044,2,0,55,107149.0,0
89045,2,0,59,100134.0,1
89046,2,1,34,97097.0,0
89047,2,1,58,76855.0,0
89048,2,1,53,86871.0,0
89049,2,1,38,103379.0,0
89050,2,0,45,115591.0,0
89051,2,1,47,74782.0,1
89052,2,0,39,106618.0,0
89053,2,1,58,88006.0,0
89054,2,0,38,112419.0,0
89055,2,0,56,89788.0,1
89056,2,0,30,95330.0,0
89057,2,0,36,100294.0,0
89058,2,0,41,103432.0,0
89059,2,1,41,101861.0,1
89060,2,1,33,85501.0,0
89061,2,0,32,111360.0,0
89062,2,0,37,90529.0,0
89063,2,1,50,92392.0,0
89064,2,0,32,110670.0,1
89065,2,1,52,91071.0,0
89066,2,1,48,92705.0,0
89067,2,0,63,103665.0,0
89068,2,1,64,114623.0,0
89069,2,0,47,106720.0,0
89070,2,0,58,115945.0,0
89071,2,0,47,91955.0,0
89072,2,1,28,89997.0,0
89073,2,0,65,94666.0,0
89074,2,1,63,97803.0,0
89075,2,0,63,108502.0,0
89076,2,1,29,91704.0,1
89077,2,1,47,114657.0,0
89078,2,1,33,89823.0,0
89079,2,0,57,102554.0,0
89080,2,0,55,108478.0,0
89081,2,1,47,96095.0,0
89082,2,1,46,102499.0,0
89083,2,1,41,62570.0,0
89084,2,1,33,86082.0,0
89085,2,1,31,77788.0,0
89086,2,0,55,100426.0,0
89087,2,0,29,95533.0,0
89088,2,1,46,81507.0,0
89089,2,0,49,90987.0,0
89090,2,0,26,93600.0,0
89091,2,0,56,103088.0,0
89092,2,0,63,112021.0,0
89093,2,1,64,96637.0,0
89094,2,0,37,88311.0,0
89095,2,0,50,94395.0,1
89096,2,0,60,93152.0,0
89097,2,0,47,99002.0,0
89098,2,1,39,100667.0,1
89099,2,1,32,86866.0,0
89100,2,1,59,90832.0,0
89101,2,0,47,98938.0,0
89102,2,1,48,83366.0,0
89103,2,0,43,99893.0,1
89104,2,0,45,118792.0,0
89105,2,0,31,112241.0,0
89106,2,0,37,85908.0,0
89107,2,0,57,91188.0,0
89108,2,0,33,97354.0,0
89109,2,1,26,93551.0,0
89110,2,1,62,88186.0,0
89111,2,1,26,85898.0,0
89112,2,0,46,99081.0,0
89113,2,1,40,96530.0,0
89114,2,0,39,106379.0,0
89115,2,1,28,89201.0,0
89116,2,0,54,96773.0,0
89117,2,1,35,105425.0,0
89118,2,1,46,88267.0,0
89119,2,1,27,91912.0,0
89120,2,0,52,95528.0,0
89121,2,0,44,101443.0,1
89122,2,0,50,96303.0,0
89123,2,1,44,94185.0,0
89124,2,1,32,89195.0,0
89125,2,0,42,115107.0,0
89126,2,0,53,101129.0,0
89127,2,0,36,95779.0,0
89128,2,1,57,86203.0,0
89129,2,0,47,93116.0,0
89130,2,1,44,80639.0,0
89131,2,0,54,99103.0,0
89132,2,1,51,98410.0,0
89133,2,0,39,114399.0,0
89134,2,0,55,105427.0,0
89135,2,0,59,111169.0,0
89136,2,1,30,87999.0,0
89137,2,0,62,124869.0,0
89138,2,0,33,90832.0,0
89139,2,1,56,99635.0,0
89140,2,0,44,107763.0,1
